description_cost,category,componentsubtype,componenttype,description_id,description_details,damage,damage2,heatgenerated,aura2_ams,aura2_c3,aura2_c3i,aura2_c3m,aura2_c3ms,aura2_eccm,aura2_eccm_protect,aura2_ecm,aura2_jammer,aura2_searchlight,custom_bonusdescriptions
15000,Missile,Weapon,Weapon,Weapon_HEAVYAOE_ROCKETLAUNCHER10,This Rocket Launchers Warhead got replaced by a HE Payload spreading the damage over a wide Area on ,2,20,15,,,,,,,,,,,"{""Bonuses"":[""1shot"",""WpnAccuracy: -1"",""MissileHP: 4"",""AreaOfEffect: 60"",""AreaOfEffectDmg: 6"",""IsRocket: 10"",""InternalAmmo: 12""]}"
15000,Missile,Weapon,Weapon,Weapon_LRM_ROCKETLAUNCHER10,"Rocket Launchers are cheap, unguided, one-shot missile launchers. Developed by the Marian Hegemony, ",6,60,5,,,,,,,,,,,"{""Bonuses"":[""1shot"",""MissileHP: 3"",""IsRocket: 10"",""InternalAmmo: 4""]}"
15000,Missile,Weapon,Weapon,Weapon_LRM_ROCKETLAUNCHER10EX,"Rocket Launchers are cheap, unguided, one-shot missile launchers. Developed by the Marian Hegemony, ",6,60,5,,,,,,,,,,,"{""Bonuses"":[""MissileHP: 3"",""IsRocket: 10"",""InternalAmmoShots: 4""]}"
2100000,Missile,Weapon,Weapon,Weapon_LRM_Thunderstorm,The Thunderbolt launcher is an offshoot of standard LRM technology. Instead of firing groups of miss,0,,70,,,,,,,,,,,"{""Bonuses"":[""IsThunderbolt"",""Indirect""]}"
760000,Missile,Weapon,Weapon,Weapon_ATM9_JuryRigged,"This was an Advanced Tactical Missile system, before someone turned it into this wreckage. This is t",5,45,14,,,,,,,,,,,"{""Bonuses"":[""PirateATM"",""DakkaBoom: 8"",""WeaponJAM: 10%"",""WpnRecoil: 2"",""IndirectMML"",""DoesCluster""]}"
760000,Missile,Weapon,Weapon,Weapon_ATM9_JuryRigged_Corsair,"This was an Advanced Tactical Missile system, before someone turned it into this wreckage. This is t",5,45,14,,,,,,,,,,,"{""Bonuses"":[""PirateATM"",""DakkaBoom: 40"",""WeaponJAM: 10%"",""IndirectMML"",""ShoulderMount""]}"
605000,Missile,Weapon,Weapon,Weapon_RISC_MML_15,RISC Engineers took an interest in the Mercenary created MML systems and tried to adapt them for a m,4,60,19,,,,,,,,,,,"{""Bonuses"":[""MML"",""IndirectMML"",""DoesCluster"",""WeaponJAMFlat: 15%"",""DakkaBoom: 6""]}"
554400,Missile,Weapon,Weapon,Weapon_LRM_iATM9_CLAN,The Improved Advanced Tactical Missile system (iATM) was developed by The Society. Like the Advanced,8,72,18,,,,,,,,,,,"{""Bonuses"":[""PipsIgnored: 2"",""WpnAccuracy: +1"",""Streak"",""DoesCluster"",""iATM""]}"
550000,Missile,Weapon,Weapon,Weapon_MML_7,"Multi-Missile Launchers can fire both LRM and SRM, including any special warhead types, and are comp",5,35,6,,,,,,,,,,,"{""Bonuses"":[""MML"",""IndirectMML"",""DoesCluster""]}"
550000,Missile,Weapon,Weapon,Weapon_Streak_MML_7,Marrying the Streak System from Clantech Launchers to a MML selector system allowed RISC Engineers t,5,35,6,,,,,,,,,,,"{""Bonuses"":[""StreakMML"",""Streak"",""DoesCluster""]}"
460000,Missile,Weapon,Weapon,Weapon_LRM_Thunderbolt15,The Thunderbolt launcher is an offshoot of standard LRM technology. Instead of firing groups of miss,75,75,21,,,,,,,,,,,"{""Bonuses"":[""IsThunderbolt"",""Indirect""]}"
432000,Missile,Weapon,Weapon,Weapon_LRM_LRM15_JuryRigged,"The radar transmitter and guidance computer should be right here, but of course, they're not. I don'",6,102,17,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: -1"",""DmgFallOff: 35%"",""AMSChance: -10%"",""WpnRecoil: 1"",""Explodium: 10"",""DakkaBoom: 20"",""WeaponJAM: 10%"",""Indirect"",""DoesCluster""]}"
396000,Missile,Weapon,Weapon,Weapon_LRM_LRM15_CLAN,"LRM15 Long-Range Missile racks deal substantial damage and stability impact over distance, often fou",4,60,15,,,,,,,,,,,"{""Bonuses"":[""IsLRM"",""Indirect"",""DoesCluster""]}"
396000,Missile,Weapon,Weapon,Weapon_HEAVY_MRM_30,Based upon Advances by the Combine and with knowledge from Clan Missile Launchers have RISC Engineer,8,240,30,,,,,,,,,,,"{""Bonuses"":[""WeaponJAMFlat: 20%"",""DakkaBoom: 10"",""HMRM""]}"
363000,Missile,Weapon,Weapon,Weapon_LRM_ATM9_CLAN,The Advanced Tactical Missile system (ATM) was developed by Clan Coyote and allows its users to choo,8,72,18,,,,,,,,,,,"{""Bonuses"":[""PipsIgnored: 1"",""WpnAccuracy: +1"",""DFAccuracy: +1"",""DoesCluster"",""WeaponClustering: 9"",""ATM"",""Indirect""]}"
352000,Missile,Weapon,Weapon,Weapon_LRM_LRM15_EXTENTED,The Extended LRM (ELRM) system was designed by engineers in the Federated Commonwealth. The ELRM pai,4,60,24,,,,,,,,,,,"{""Bonuses"":[""RangedDmg: +100%"",""Indirect"",""DoesCluster""]}"
330000,Missile,Weapon,Weapon,Weapon_LRM_LRM15_STREAK,The Streak LRM marries the Streak guidance system with a standard LRM launcher. Developed by Clan Co,4,60,15,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +1"",""PipsIgnored: +1"",""Streak"",""DoesCluster""]}"
330000,Missile,Weapon,Weapon,Weapon_MRM_30,The Medium-Range Missile Launcher was designed by scientists at Luthien Armor Works. MRMs are dead-f,5,150,27,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: -1"",""AMSChance: -20%"",""MRM""]}"
330000,Missile,Weapon,Weapon,Weapon_LRM_LRM15_ENHANCED,Enhanced Long Range Missiles were developed by the Federated Commonwealth in response to the superio,5,75,15,,,,,,,,,,,"{""Bonuses"":[""RangedDmg: +50%"",""Indirect"",""DoesCluster""]}"
330000,Missile,Weapon,Weapon,Weapon_STREAK_MRM30,"Coming from Solaris, the Streak MRM weapons system marries Streak Guidance to a MRM launcher, giving",5,150,24,,,,,,,,,,,"{""Bonuses"":[""Streak"",""DoesCluster"",""MRM""]}"
310000,Missile,Weapon,Weapon,Weapon_LRM_LRM15_2-Telos,"LRM15 Long-Range Missile racks deal substantial damage and stability impact over distance, often fou",5,75,12,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +1"",""AMSChance: +15%"",""TelosLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}"
300000,Missile,Weapon,Weapon,Weapon_LRM_LRM15_2-Delta,"LRM15 Long-Range Missile racks deal substantial damage and stability impact over distance, often fou",5,75,12,,,,,,,,,,,"{""Bonuses"":[""AMSChance: -15%"",""WpnRecoil: 1"",""DeltaLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}"
290000,Missile,Weapon,Weapon,Weapon_LRM_LRM15_3-Zeus,"LRM15 Long-Range Missile racks deal substantial damage and stability impact over distance, often fou",6,90,12,,,,,,,,,,,"{""Bonuses"":[""WeaponJAMFlat: 10%"",""ZeusLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}"
264000,Missile,Weapon,Weapon,Weapon_LRM_LRM15_2-Zeus,"LRM15 Long-Range Missile racks deal substantial damage and stability impact over distance, often fou",6,90,12,,,,,,,,,,,"{""Bonuses"":[""WeaponJAMFlat: 20%"",""ZeusLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}"
264000,Missile,Weapon,Weapon,Weapon_LRM_LRM15_1-Telos,"LRM15 Long-Range Missile racks deal substantial damage and stability impact over distance, often fou",5,75,12,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +1"",""AMSChance: +10%"",""TelosLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}"
264000,Missile,Weapon,Weapon,Weapon_LRM_LRM15_1-LongFire,"LRM15 Long-Range Missile racks deal substantial damage and stability impact over distance, often fou",5,75,14,,,,,,,,,,,"{""Bonuses"":[""Range: +60"",""LongFireLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}"
264000,Missile,Weapon,Weapon,Weapon_LRM_LRM15_1-Delta,"LRM15 Long-Range Missile racks deal substantial damage and stability impact over distance, often fou",5,75,12,,,,,,,,,,,"{""Bonuses"":[""AMSChance: -25%"",""WpnRecoil: 2"",""DeltaLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}"
240000,Missile,Weapon,Weapon,Weapon_LRM_LRM15_2-LongFire,"LRM15 Long-Range Missile racks deal substantial damage and stability impact over distance, often fou",5,75,13,,,,,,,,,,,"{""Bonuses"":[""Range: +80"",""LongFireLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}"
220000,Missile,Weapon,Weapon,Weapon_LRM_LRM15_0-STOCK,"LRM15 Long-Range Missile racks deal substantial damage and stability impact over distance, often fou",5,75,12,,,,,,,,,,,"{""Bonuses"":[""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}"
220000,Missile,Weapon,Weapon,Weapon_QUIRK_INFERNOLAUNCHER15,"Rocket Launchers are cheap, unguided, one-shot missile launchers. Someone took these warheads and re",1,15,7,,,,,,,,,,,"{""Bonuses"":[""Inferno: 1"",""InternalAmmo: 1"",""MissileHP: 2"",""IsInfernoRocket: 15""]}"
132000,Missile,Weapon,Weapon,Weapon_LRM_LRM14_CLAN,Special LRM Variants made initially for Protomechs these variants are identical to normal LRMS excep,4,56,9,,,,,,,,,,,"{""Bonuses"":[""IsProtoweapon"",""IsLRM"",""Indirect"",""DoesCluster""]}"
132000,Missile,Weapon,Weapon,Weapon_LRM_LRM13_CLAN,Special LRM Variants made initially for Protomechs these variants are identical to normal LRMS excep,4,52,9,,,,,,,,,,,"{""Bonuses"":[""IsProtoweapon"",""IsLRM"",""Indirect"",""DoesCluster""]}"
132000,Missile,Weapon,Weapon,Weapon_LRM_LRM12_CLAN,Special LRM Variants made initially for Protomechs these variants are identical to normal LRMS excep,4,48,9,,,,,,,,,,,"{""Bonuses"":[""IsProtoweapon"",""IsLRM"",""Indirect"",""DoesCluster""]}"
132000,Missile,Weapon,Weapon,Weapon_LRM_LRM11_CLAN,Special LRM Variants made initially for Protomechs these variants are identical to normal LRMS excep,4,44,9,,,,,,,,,,,"{""Bonuses"":[""IsProtoweapon"",""IsLRM"",""Indirect"",""DoesCluster""]}"
22000,Missile,Weapon,Weapon,Weapon_TANK_ROCKETLAUNCHER15,"Rocket Launchers are cheap, unguided, one-shot missile launchers. The Pack's have five rockets stack",6,90,7,,,,,,,,,,,"{""Bonuses"":[""InternalAmmoShots: 5"",""InternalAmmo: 4"",""MissileHP: 3"",""IsRocket: 15""]}"
22000,Missile,Weapon,Weapon,Weapon_HEAVY_ROCKETLAUNCHER15,"Heavy Rocket Launcher operate on the same Principle as the normal widespread Rocket Launcher, being ",12,180,21,,,,,,,,,,,"{""Bonuses"":[""1shot"",""WpnAccuracy: -1"",""MissileHP: 4"",""IsRocket: 15"",""InternalAmmo: 12""]}"
22000,Missile,Weapon,Weapon,Weapon_HEAVYAOE_ROCKETLAUNCHER15,"Heavy Rocket Launcher operate on the same Principle as the normal widespread Rocket Launcher, being ",2,30,21,,,,,,,,,,,"{""Bonuses"":[""1shot"",""WpnAccuracy: -1"",""MissileHP: 4"",""AreaOfEffect: 60"",""AreaOfEffectDmg: 6"",""IsRocket: 15"",""InternalAmmo: 12""]}"
22000,Missile,Weapon,Weapon,Weapon_LRM_ROCKETTANDEM15,"Tandem Charge Rocket Launcher are a Periphery Favourite to gamble on taking a target out fast, allow",2,30,7,,,,,,,,,,,"{""Bonuses"":[""1shot"",""MissileHP: 3"",""ThroughArmorDamage: 2"",""IsRocket: 15"",""InternalAmmo: 4""]}"
22000,Missile,Weapon,Weapon,Weapon_LRM_INFERNOLAUNCHER15,"Rocket Launchers are cheap, unguided, one-shot missile launchers. Someone took these warheads and re",2,30,7,,,,,,,,,,,"{""Bonuses"":[""1shot"",""MissileHP: 2"",""Inferno: 1"",""IsInfernoRocket: 15"",""InternalAmmo: 1""]}"
22000,Missile,Weapon,Weapon,Weapon_Bomb_MissileLAUNCHER4,"This missile pod holds a single volley of four, fire and forget, guided missiles comparable to the s",20,80,8,,,,,,,,,,,"{""Bonuses"":[""BoltOn: 1"",""1shot"",""AreaOfEffect: 15"",""AreaOfEffectDmg: 5"",""MissileHP: 4""]}"
22000,Missile,Weapon,Weapon,Weapon_LRM_ROCKETLAUNCHER15,"Rocket Launchers are cheap, unguided, one-shot missile launchers. Developed by the Marian Hegemony, ",6,90,7,,,,,,,,,,,"{""Bonuses"":[""1shot"",""MissileHP: 3"",""IsRocket: 15"",""InternalAmmo: 4""]}"
22000,Missile,Weapon,Weapon,Weapon_Bomb_ROCKETLAUNCHER15,"Rocket Launchers are cheap, unguided, one-shot missile launchers. Developed by the Marian Hegemony, ",6,90,7,,,,,,,,,,,"{""Bonuses"":[""1shot"",""MissileHP: 2"",""IsRocket: 15"",""InternalAmmo: 4""]}"
1725000,Missile,Weapon,Weapon,Weapon_MML_20_Pirate,"Yeah Boss, This definitely is a MML firing 20 Missiles, for being hacked together from 3 different L",5,100,30,,,,,,,,,,,"{""Bonuses"":[""MML"",""WeaponJAM: 10%"",""IndirectMML"",""DoesCluster""]}"
834000,Missile,Weapon,Weapon,Weapon_LRM_LRM30_JuryRigged,"This WAS an LRM20, they somehow managed to override any safeties, removed the guidance computer, and",5,150,25,,,,,,,,,,,"{""Bonuses"":[""WpnRecoil: 1"",""Explodium: 10"",""DakkaBoom: 5"",""VariableDmg: 2"",""Indirect"",""DoesCluster""]}"
797500,Missile,Weapon,Weapon,Weapon_RISC_MML_20,RISC Engineers took an interest in the Mercenary created MML systems and tried to adapt them for a m,4,80,26,,,,,,,,,,,"{""Bonuses"":[""MML"",""IndirectMML"",""DoesCluster"",""WeaponJAMFlat: 15%"",""DakkaBoom: 6""]}"
760000,Missile,Weapon,Weapon,Weapon_ATM12_JuryRigged,"This was an Advanced Tactical Missile system, before someone turned it into this wreckage. This is t",5,60,18,,,,,,,,,,,"{""Bonuses"":[""PirateATM"",""DakkaBoom: 8"",""WeaponJAM: 10%"",""WpnRecoil: 3"",""IndirectMML"",""DoesCluster""]}"
730800,Missile,Weapon,Weapon,Weapon_LRM_iATM12_CLAN,The Improved Advanced Tactical Missile system (iATM) was developed by The Society. Like the Advanced,8,96,24,,,,,,,,,,,"{""Bonuses"":[""PipsIgnored: 2"",""WpnAccuracy: +1"",""Streak"",""DoesCluster"",""iATM""]}"
725000,Missile,Weapon,Weapon,Weapon_MML_9,"Multi-Missile Launchers can fire both LRM and SRM, including any special warhead types, and are comp",5,45,7,,,,,,,,,,,"{""Bonuses"":[""MML"",""IndirectMML"",""DoesCluster""]}"
725000,Missile,Weapon,Weapon,Weapon_Streak_MML_9,Marrying the Streak System from Clantech Launchers to a MML selector system allowed RISC Engineers t,5,45,8,,,,,,,,,,,"{""Bonuses"":[""StreakMML"",""Streak"",""DoesCluster""]}"
560000,Missile,Weapon,Weapon,Weapon_LRM_Thunderbolt20,The Thunderbolt launcher is an offshoot of standard LRM technology. Instead of firing groups of miss,100,100,24,,,,,,,,,,,"{""Bonuses"":[""IsThunderbolt"",""Indirect""]}"
522000,Missile,Weapon,Weapon,Weapon_LRM_LRM20_CLAN,"Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal de",4,80,20,,,,,,,,,,,"{""Bonuses"":[""IsLRM"",""Indirect"",""DoesCluster""]}"
522000,Missile,Weapon,Weapon,Weapon_LRM_ATM12_CLAN,The Advanced Tactical Missile system (ATM) was developed by Clan Coyote and allows its users to choo,8,96,24,,,,,,,,,,,"{""Bonuses"":[""PipsIgnored: 1"",""WpnAccuracy: +1"",""DFAccuracy: +1"",""DoesCluster"",""WeaponClustering: 9"",""ATM"",""Indirect""]}"
522000,Missile,Weapon,Weapon,Weapon_HEAVY_MRM_40,Based upon Advances by the Combine and with knowledge from Clan Missile Launchers have RISC Engineer,8,320,40,,,,,,,,,,,"{""Bonuses"":[""WeaponJAMFlat: 20%"",""DakkaBoom: 10"",""HMRM""]}"
464000,Missile,Weapon,Weapon,Weapon_LRM_LRM20_EXTENTED,The Extended LRM (ELRM) system was designed by engineers in the Federated Commonwealth. The ELRM pai,4,80,36,,,,,,,,,,,"{""Bonuses"":[""RangedDmg: +100%"",""Indirect"",""DoesCluster""]}"
435000,Missile,Weapon,Weapon,Weapon_MRM_40_JuryRigged,This MRM40 at first glance seems as a normal weapon system. However after a careful look into its in,5,200,18,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: -1"",""ModesCanMisfire"",""DakkaBoom: 80"",""MRM""]}"
435000,Missile,Weapon,Weapon,Weapon_LRM_LRM20_STREAK,The Streak LRM marries the Streak guidance system with a standard LRM launcher. Developed by Clan Co,4,80,18,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +1"",""PipsIgnored: +1"",""Streak"",""DoesCluster""]}"
435000,Missile,Weapon,Weapon,Weapon_MRM_40,The Medium-Range Missile Launcher was designed by scientists at Luthien Armor Works. MRMs are dead-f,5,200,36,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: -1"",""AMSChance: -20%"",""MRM""]}"
435000,Missile,Weapon,Weapon,Weapon_LRM_LRM20_ENHANCED,Enhanced Long Range Missiles were developed by the Federated Commonwealth in response to the superio,5,100,18,,,,,,,,,,,"{""Bonuses"":[""RangedDmg: +50%"",""Indirect"",""DoesCluster""]}"
435000,Missile,Weapon,Weapon,Weapon_STREAK_MRM40,"Coming from Solaris, the Streak MRM weapons system marries Streak Guidance to a MRM launcher, giving",5,200,32,,,,,,,,,,,"{""Bonuses"":[""Streak"",""DoesCluster"",""MRM""]}"
400000,Missile,Weapon,Weapon,Weapon_LRM_LRM20_2-Telos,"Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal de",5,100,16,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +1"",""AMSChance: +15%"",""TelosLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}"
370000,Missile,Weapon,Weapon,Weapon_LRM_LRM20_3-Zeus,"Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal de",6,120,16,,,,,,,,,,,"{""Bonuses"":[""WeaponJAMFlat: 10%"",""ZeusLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}"
350000,Missile,Weapon,Weapon,Weapon_LRM_LRM20_2-Delta,"Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal de",5,100,16,,,,,,,,,,,"{""Bonuses"":[""AMSChance: -15%"",""WpnRecoil: 1"",""DeltaLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}"
348000,Missile,Weapon,Weapon,Weapon_LRM_LRM20_2-Zeus,"Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal de",6,120,16,,,,,,,,,,,"{""Bonuses"":[""WeaponJAMFlat: 20%"",""ZeusLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}"
348000,Missile,Weapon,Weapon,Weapon_LRM_LRM20_1-Telos,"Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal de",5,100,16,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +1"",""AMSChance: +10%"",""TelosLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}"
348000,Missile,Weapon,Weapon,Weapon_LRM_LRM20_1-LongFire,"Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal de",5,100,19,,,,,,,,,,,"{""Bonuses"":[""Range: +60"",""LongFireLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}"
348000,Missile,Weapon,Weapon,Weapon_LRM_LRM20_1-Delta,"Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal de",5,100,16,,,,,,,,,,,"{""Bonuses"":[""AMSChance: -25%"",""WpnRecoil: 2"",""DeltaLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}"
310000,Missile,Weapon,Weapon,Weapon_LRM_LRM20_2-LongFire,"Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal de",5,100,18,,,,,,,,,,,"{""Bonuses"":[""Range: +80"",""LongFireLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}"
290000,Missile,Weapon,Weapon,Weapon_LRM_LRM20_0-STOCK,"Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal de",5,100,16,,,,,,,,,,,"{""Bonuses"":[""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}"
290000,Missile,Weapon,Weapon,Weapon_QUIRK_INFERNOLAUNCHER20,"Rocket Launchers are cheap, unguided, one-shot missile launchers. Someone took these warheads and re",1,20,9,,,,,,,,,,,"{""Bonuses"":[""Inferno: 1"",""InternalAmmo: 1"",""MissileHP: 2"",""IsInfernoRocket: 20""]}"
132000,Missile,Weapon,Weapon,Weapon_LRM_LRM19_CLAN,Special LRM Variants made initially for Protomechs these variants are identical to normal LRMS excep,4,76,9,,,,,,,,,,,"{""Bonuses"":[""IsProtoweapon"",""IsLRM"",""Indirect"",""DoesCluster""]}"
132000,Missile,Weapon,Weapon,Weapon_LRM_LRM18_CLAN,Special LRM Variants made initially for Protomechs these variants are identical to normal LRMS excep,4,72,9,,,,,,,,,,,"{""Bonuses"":[""IsProtoweapon"",""IsLRM"",""Indirect"",""DoesCluster""]}"
132000,Missile,Weapon,Weapon,Weapon_LRM_LRM17_CLAN,Special LRM Variants made initially for Protomechs these variants are identical to normal LRMS excep,4,68,9,,,,,,,,,,,"{""Bonuses"":[""IsProtoweapon"",""IsLRM"",""Indirect"",""DoesCluster""]}"
132000,Missile,Weapon,Weapon,Weapon_LRM_LRM16_CLAN,Special LRM Variants made initially for Protomechs these variants are identical to normal LRMS excep,4,64,9,,,,,,,,,,,"{""Bonuses"":[""IsProtoweapon"",""IsLRM"",""Indirect"",""DoesCluster""]}"
29000,Missile,Weapon,Weapon,Weapon_TANK_ROCKETLAUNCHER20,"Rocket Launchers are cheap, unguided, one-shot missile launchers. The Pack's have five rockets stack",6,120,9,,,,,,,,,,,"{""Bonuses"":[""InternalAmmoShots: 5"",""InternalAmmo: 4"",""MissileHP: 3"",""IsRocket: 20""]}"
29000,Missile,Weapon,Weapon,Weapon_HEAVY_ROCKETLAUNCHER20,"Heavy Rocket Launcher operate on the same Principle as the normal widespread Rocket Launcher, being ",12,240,27,,,,,,,,,,,"{""Bonuses"":[""1shot"",""WpnAccuracy: -1"",""MissileHP: 4"",""IsRocket: 20"",""InternalAmmo: 12""]}"
29000,Missile,Weapon,Weapon,Weapon_HEAVYAOE_ROCKETLAUNCHER20,"Heavy Rocket Launcher operate on the same Principle as the normal widespread Rocket Launcher, being ",2,40,27,,,,,,,,,,,"{""Bonuses"":[""1shot"",""WpnAccuracy: -1"",""MissileHP: 4"",""AreaOfEffect: 60"",""AreaOfEffectDmg: 6"",""IsRocket: 20"",""InternalAmmo: 12""]}"
29000,Missile,Weapon,Weapon,Weapon_LRM_ROCKETTANDEM20,"Tandem Charge Rocket Launcher are a Periphery Favourite to gamble on taking a target out fast, allow",2,40,9,,,,,,,,,,,"{""Bonuses"":[""1shot"",""MissileHP: 3"",""ThroughArmorDamage: 2"",""IsRocket: 20"",""InternalAmmo: 4""]}"
29000,Missile,Weapon,Weapon,Weapon_LRM_INFERNOLAUNCHER20,"Rocket Launchers are cheap, unguided, one-shot missile launchers. Someone took these warheads and re",2,40,9,,,,,,,,,,,"{""Bonuses"":[""1shot"",""MissileHP: 2"",""Inferno: 1"",""IsInfernoRocket: 20"",""InternalAmmo: 1""]}"
29000,Missile,Weapon,Weapon,Weapon_LRM_ROCKETLAUNCHER20,"Rocket Launchers are cheap, unguided, one-shot missile launchers. Developed by the Marian Hegemony, ",6,120,9,,,,,,,,,,,"{""Bonuses"":[""1shot"",""MissileHP: 3"",""IsRocket: 20"",""InternalAmmo: 4""]}"
29000,Missile,Weapon,Weapon,Weapon_PETER_ROCKETLAUNCHER20,Taken as salvage from a Word of Blake Djihadist by Peter Steiner-Davion do these Improved Rocket Lau,6,120,9,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +1"",""PipsIgnored: +1"",""MissileHP: 3"",""IsIRocket: 20"",""InternalAmmo: 6"",""InternalAmmoShots: 3""]}"
1,Missile,Weapon,Weapon,Weapon_Artillery_ArrowIV_ReportMe,Inferno-IV Missiles are a variation of Arrow IV missiles first introduced by the Capellan Confederat,10,10,0,,,,,,,,,,,"{""Bonuses"":[""IsArtillery""]}"
760000,Missile,Weapon,Weapon,Weapon_ATM3_JuryRigged,"This was an Advanced Tactical Missile system, before someone turned it into this wreckage. This is t",5,15,5,,,,,,,,,,,"{""Bonuses"":[""PirateATM"",""DakkaBoom: 8"",""WeaponJAM: 10%"",""WpnRecoil: 1"",""IndirectMML"",""DoesCluster""]}"
